team_id,team_name,club,event_age,gender,division,bracket,assignment_source,coverage,rating,flag
646179,Sting B17 Ortiz,Sting Soccer Club,U10,m,9v9 17s,Bracket B,registrar,RED,1527.85,ranking-uncertain
166090,15G Moon,Evolution,U11,f,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
501618,FC LEGENDS UTD 16B Black,FC LEGENDS UTD,U10,m,9v9 Bronze II Crossover,Bracket B,registrar,GREEN,1587.88,move-up → 9v9 Gold
392513,FC LEGENDS UTD 16B Red,FC LEGENDS UTD,U10,m,9v9 Bronze,Bracket B,registrar,RED,,ranking-uncertain
329562,FC LEGENDS UTD 17B Red,FC LEGENDS UTD,U9,m,7v7 Silver,Bracket A,registrar,RED,1503.97,ranking-uncertain
661305,Solar West 19G Richie,Solar SC,U7,f,4v4 2019s,Bracket A,registrar,RED,,ranking-uncertain
516424,Extreme FC 12G Reyes,Extreme FC,U14,f,11v11 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
508168,NTX Celtic FC Pre-ECNL B14 Brice,NTX Celtic FC,U13,m,11v11 Silver 14s,Bracket A,registrar,RED,,ranking-uncertain
510567,FC LEGENDS UTD 18B Red,FC LEGENDS UTD,U8,m,7v7 Bronze,Bracket C,registrar,GREEN,,ranking-uncertain
510864,FC Dallas Youth 17B Barrera,FC Dallas Youth,U9,m,7v7 Silver,Bracket B,registrar,RED,1475.73,ranking-uncertain
488204,Texas Warriors FC 15B Salas,Texas Warriors FC,U11,m,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
385944,FC Dallas Youth 14G West,FC Dallas Youth,U12,f,11v11 Bronze,Bracket A,registrar,GREEN,1462.84,
658373,ISW Academy 18 Munoz,ISW Academy,U8,m,7v7 Bronze,Bracket B,registrar,RED,1636.94,ranking-uncertain
711810,Solar SW 20B Garcia S.,Solar SC,U6,m,Bronze,Bracket A,registrar,MISSING,,
612677,Dallas Surf 15G North,Dallas Surf,U11,f,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
514002,Texas LoneStars 14B,Texas LoneStars Soccer Club,U12,m,9v9 Bronze,Bracket C,registrar,RED,,ranking-uncertain
277190,Texas LoneStars 12B,Texas LoneStars Soccer Club,U14,m,11v11 Bronze,Bracket B,registrar,RED,,ranking-uncertain
535016,Pumas SC- 2013 Zam,Pumas SC NTX,U13,m,11v11 Gold,Bracket A,registrar,YELLOW,,ranking-uncertain
129045,Atletico Dallas Youth 13B Reyes Central,Atletico Dallas Youth,U13,m,11v11 Bronze Crossover,Bracket B,registrar,YELLOW,,ranking-uncertain
152293,Texas Spurs FC 12B,Texas Spurs,U14,m,11v11 Bronze II,Bracket C,registrar,RED,,ranking-uncertain
661810,Atletico Dallas Youth Central 18G Welge,Atletico Dallas Youth,U8,f,7v7 Silver,Bracket A,registrar,RED,,ranking-uncertain
148428,13B McMillian,Evolution,U14,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
628945,FC Dallas Youth 15G Navy,FC Dallas Youth,U11,f,9v9 Silver,Bracket C,registrar,YELLOW,,ranking-uncertain
333895,GLASA CHEETAHS 16G,GLASA,U10,f,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
272284,Coppell FC 16B Reeck Red,Coppell Youth SA,U10,m,9v9 Gold,Bracket A,registrar,RED,,ranking-uncertain
390669,Atletico Dallas Youth FDL 09B Reyes,Atletico Dallas Youth,U17,m,DS Silver,Bracket A,registrar,RED,,ranking-uncertain
262456,Elite Premier FC 2010,Elite Premier FC,U16,m,DS Silver Crossover,Bracket A,registrar,RED,,ranking-uncertain
614628,Elite Premier FC 2014G,Elite Premier FC,U12,f,9v9 Bronze,Bracket A,registrar,GREEN,,ranking-uncertain
382244,Bulverde YSA Relentless SC '14,Bulverde YSA,U12,m,9v9 Bronze,Bracket C,registrar,RED,,ranking-uncertain
389072,Barca Academy Austin STXCL B12,Legends FC - San Antonio,U14,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
634544,Barça Academy Austin 14B Red,Legends FC - San Antonio,U12,m,9v9 Silver Crossover,Bracket A,registrar,RED,,ranking-uncertain
634545,Barça Academy Austin 14B Black,Legends FC - San Antonio,U12,m,9v9 Bronze,Bracket B,registrar,RED,,ranking-uncertain
406242,Barca Academy Austin 15/16B Blue,Hill Country FC / Barca Academy Austin,U11,m,Silver II,Bracket B,registrar,RED,,ranking-uncertain
645858,Coppell FC 19B Shabout Red,Coppell FC,U7,m,Silver 4v4,Bracket B,registrar,RED,1485.47,ranking-uncertain
105799,NTX Celtic FC ECNL RL NTX G09,NTX Celtic FC,U17,f,HS 1,Bracket A,registrar,RED,,ranking-uncertain
630965,Sting G16 Brady,Sting Soccer Club,U10,f,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
631035,Elite Premier FC 2015B,Elite Premier FC,U11,m,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
452635,Dallas Texans 2018 Girls Red Dallas,Dallas Texans,U8,f,7v7 Silver,Bracket B,registrar,RED,1490.24,ranking-uncertain
491040,Solar Pre ECNL G15 Naizer,Solar SC,U11,f,9v9 Silver,Bracket A,registrar,RED,,ranking-uncertain
484573,Atletico Dallas Youth G17 Meighen,Atletico Dallas Youth,U10,f,9v9 17s,Bracket A,registrar,YELLOW,1557.64,
265071,FC Hurst United 09G,Hurst United SA,U19,f,Gold,Bracket B,registrar,MISSING,,
654833,BVB 16B White (Kennedy),BVB International Academy Texas,U10,m,9v9 16s Silver,Bracket B,registrar,RED,,ranking-uncertain
645859,Coppell FC 19B Robicheaux White,Coppell FC,U7,m,Silver 4v4,Bracket A,registrar,RED,1492.82,ranking-uncertain
643624,OKC 405 FC 2016 G - Elite,OKC 405 FC,U10,f,9v9 DS Gold,Bracket B,registrar,RED,,ranking-uncertain
584552,Atletico Dallas Youth Dallas 18B O Rodriguez,Atletico Dallas Youth,U8,m,7v7 Bronze,Bracket C,registrar,RED,,ranking-uncertain
326480,Dutch Lions 12B Feyenoord,Dutch FC,U14,m,11v11 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
656212,Sharks FC,Independent Teams - NTX,U9,m,7v7 Bronze II,Bracket B,registrar,RED,1434.05,ranking-uncertain
151489,FC Dallas El Paso 2011,El Paso Premier League,U15,m,DS Silver,Bracket A,registrar,RED,,ranking-uncertain
492976,Solar South 11G Cameron,Solar SC,U15,f,Silver Elite Crossover,Bracket A,registrar,RED,,ranking-uncertain
685328,FC Dallas 2017 Pre MLS Academy,,U10,m,9v9 Gold,Bracket A,registrar,RED,1548.97,ranking-uncertain
698904,FC Dallas North Academy 2017,FC Dallas,U10,m,9v9 17s,Bracket A,registrar,RED,1564.78,ranking-uncertain
691655,NTX United FC 2015/16B Guibert,NTX United FC,U11,m,Silver II,Bracket A,registrar,RED,1489.34,ranking-uncertain
644115,NTX United FC 2019B Guibert,NTX United FC,U7,m,Bronze 4v4,Bracket B,registrar,RED,1500.44,ranking-uncertain
654209,Solar South 12G Cameron RLNTX,Solar SC,U14,f,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
81616,Coppell FC 13B Shirazi White,Coppell Youth SA,U13,m,11v11 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
206710,ETX United 12G,East Texas United SC,U14,f,11v11 Silver,Bracket A,registrar,GREEN,,ranking-uncertain
494025,Atletico Dallas Youth 15B Brandt,Atletico Dallas Youth,U11,m,9v9 Silver,Bracket C,registrar,RED,,ranking-uncertain
635332,FC Dallas Youth 17G Niehoff,FC Dallas Youth,U10,f,9v9 17s,Bracket A,registrar,RED,1560.75,ranking-uncertain
567395,NTX United FC 2011B Paice,NTX United FC,U15,m,DS Silver,Bracket B,registrar,RED,1525.89,ranking-uncertain
383332,FC Dallas Youth Pre-ECNL 15G Avant West,FC Dallas Youth,U11,f,9v9 Bronze,Bracket B,registrar,RED,,ranking-uncertain
517375,SPD FC 14B Black,SPD FC,U12,m,9v9 Bronze,Bracket B,registrar,YELLOW,,ranking-uncertain
380586,Frisco Fusion 15B Blue,Frisco Fusion,U11,m,Silver II,Bracket A,registrar,RED,,ranking-uncertain
550321,Frisco Fusion 15G Blue,Frisco Fusion,U11,f,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
646537,Avanti SA ECNL RL B13,Avanti Soccer Academy,U13,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
517372,SPD FC 13B Red,SPD FC,U13,m,11v11 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
383586,Atletico Dallas Youth 07/08G Clark,Atletico Dallas Youth,U19,f,Gold,Bracket A,registrar,MISSING,,
415277,FCD ETX Palestine 15/16B,FC Dallas ETX,U11,m,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
543663,Solar 16G Tremblay,Solar SC,U10,f,9v9 Silver,Bracket A,registrar,RED,,ranking-uncertain
268555,Athens Futbol Club 12B,Athens Futbol Club,U14,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
99024,FC LEGENDS UTD 13B Red,FC LEGENDS UTD,U13,m,11v11 Gold,Bracket A,registrar,RED,,ranking-uncertain
496326,North Texas Elite 18B Flores,North Texas Elite SC,U9,m,18s,Bracket A,registrar,RED,,ranking-uncertain
511727,Solar 17B Tremblay,Solar SC,U9,m,7v7 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
655787,The Hive,The Hive,U11,f,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
538511,Texas Warriors FC 10B - NPL NTX Foster,Texas Warriors FC,U16,m,DS Silver Crossover,Bracket A,registrar,RED,,ranking-uncertain
633473,Pegasus Futbol 2013G,Pegasus Futbol,U13,f,11v11 Bronze,Bracket C,registrar,RED,,ranking-uncertain
703019,Pegasus Futbol 2015,Pegasus Futbol,U11,m,9v9 Bronze,Bracket B,registrar,RED,1538.02,ranking-uncertain
626056,Pegasus Futbol 2013,Pegasus Futbol,U13,m,11v11 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
492975,Solar South 10G Cameron,Solar SC,U16,f,HS 1,Bracket A,registrar,RED,,ranking-uncertain
209098,Dallas Cosmos 13G Red,Dallas Cosmos Soccer Club,U13,f,11v11 Bronze,Bracket C,registrar,YELLOW,,ranking-uncertain
410175,Dallas Cosmos 16G Black,Dallas Cosmos Soccer Club,U10,f,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
293968,Dallas Cosmos 16B White,Dallas Cosmos Soccer Club,U10,m,9v9 16s Silver,Bracket B,registrar,RED,1501.88,ranking-uncertain
164899,12B Giurgila,Evolution,U14,m,11v11 Bronze II,Bracket C,registrar,RED,,ranking-uncertain
163527,13B Giurgila,Evolution,U13,m,11v11 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
419884,17B McGregor (Black),Evolution,U9,m,7v7 Bronze II,Bracket A,registrar,RED,1496.84,ranking-uncertain
451850,Fever United 11B Jacobo,Fever United,U15,m,DS Bronze,Bracket A,registrar,RED,1510.26,ranking-uncertain
107876,Solar 09G Megli,Solar SC,U17,f,HS 1,Bracket A,registrar,RED,,ranking-uncertain
612374,Texas Warriors FC 15G - Salas,Texas Warriors FC,U11,f,9v9 Silver,Bracket C,registrar,GREEN,,ranking-uncertain
193618,Texas Warriors FC 15B Black,Texas Warriors FC,U11,m,9v9 Bronze,Bracket B,registrar,RED,,ranking-uncertain
77672,Midlothian Premier FC 2012 Girls,Midlothian Premier FC,U14,f,11v11 Bronze Crossover,Bracket B,registrar,RED,,ranking-uncertain
279157,Metro West Wolves 16B Thiem,Metro West SC,U10,m,9v9 16s Silver Elite,Bracket B,registrar,RED,,ranking-uncertain
499346,OK Energy FC 14B White,Oklahoma Energy FC,U13,m,11v11 Silver 14s,Bracket B,registrar,RED,1532.91,ranking-uncertain
528941,Legacy United FC 12B - Mininni,Legacy United FC,U14,m,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
518517,Solar 10G Megli GCL,Solar SC,U16,f,HS 2,Bracket A,registrar,RED,,ranking-uncertain
550627,Liverpool FC Dallas 2016B,Liverpool FC Texas,U10,m,9v9 Bronze II Crossover,Bracket A,registrar,RED,,ranking-uncertain
657201,Trinity FC - Castillo 17/18,Independent Teams - NTX,U9,m,7v7 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
582558,Current Elite 19G,Current Elite 2019G,U8,f,4v4 Bronze,Bracket B,registrar,RED,1496.24,ranking-uncertain
644075,Soccerplex United 19/20B,Soccerplex United,U7,m,Gold 4v4,Bracket B,registrar,YELLOW,1515.96,
441885,Soccerplex United 16B,Soccerplex United,U10,m,9v9 16s Silver,Bracket B,registrar,RED,,ranking-uncertain
647555,ETFC 07G Muhr,East Texas Football Club,U19,f,Gold,Bracket A,registrar,MISSING,,
687693,Valley Academy Green,Mt. Pleasant Youth Soccer Association,U6,m,Bronze,Bracket B,registrar,MISSING,,
152149,Royal Peak FC 2015 White,Royal Peak FC,U11,m,Silver II,Bracket C,registrar,RED,,ranking-uncertain
296905,Dallas Texans 2018 Boys Dallas Rojas,Dallas Texans,U9,m,18s,Bracket A,registrar,RED,1522.83,ranking-uncertain
333287,Dallas Texans 2017 Boys Dallas Rojas,Dallas Texans,U10,m,9v9 17s,Bracket A,registrar,YELLOW,,ranking-uncertain
